question_id,title,proposed_target_version,confiance,raisonnement,error
781,"The colors of the shapes are dynamic. If you change the presets, will the shapes adapt?",both,basse,"Aucun extrait documentaire trouvé pour les deux versions. La question porte sur le comportement des formes/shapes dans l'éditeur web Odoo (Website Builder), une fonctionnalité qui existe dans les deux versions. En l'absence de différence documentée, on classe par défaut en 'both', mais avec confiance basse faute de sources.",
782,"For the ‘Search Bar’ building block, can you customize what the visitor will be searching for?",both,moyenne,"La documentation fournie ne couvre pas directement le building block 'Search Bar' pour les deux versions. Cependant, cette fonctionnalité (recherche parmi produits, pages web, blogs, événements, emplois, forums et cours) est une caractéristique stable du Website/eCommerce d'Odoo qui n'a pas subi de changements majeurs entre v18 et v19 selon les extraits disponibles. En l'absence de différence documentée entre les deux versions, on classe 'both' avec confiance moyenne.",
783,Can you save a snippet for later use?,both,moyenne,"La question porte sur la sauvegarde de snippets (blocs de construction personnalisés) dans le website builder d'Odoo, une fonctionnalité présente dans les deux versions. Le 'custom building block menu' est le comportement standard du website builder en v18 et v19. Les extraits de documentation fournis ne concernent pas ce sujet, mais la fonctionnalité n'a pas changé entre les versions.",
786,When does Odoo generate a quotation from the eCommerce module?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5sMgbBawjqYtTn9uiG'}"
787,From which screen can you put a ‘Sale Ribbon’ on a product?,both,moyenne,"La fonctionnalité 'Sale Ribbon' existe dans les deux versions via l'éditeur du site web sur la page shop/produit. Cependant, en v19, la documentation mentionne que la fonction 'Assign' n'est pas disponible dans l'éditeur de site web, et la structure de la documentation a changé (ribbons déplacés vers 'additional_features' et 'product_page'). La réponse correcte (shop page en mode édition, après clic sur un produit) reste valide dans les deux versions, mais le contexte exact diffère légèrement.",
788,"If my customer has an ‘Invoice Address’ and ‘Main Address’ defined on its profile, which address will be automatically selected for billing when they checkout?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5swULY2Sw2PaUeehFR'}"
789,Any task can become a sub-task later on.,both,moyenne,"La documentation v18 et v19 décrivent toutes deux la fonctionnalité de sous-tâches de manière identique. La question porte sur la capacité à transformer n'importe quelle tâche en sous-tâche, ce qui est vrai dans les deux versions. Cependant, la documentation fournie ne confirme pas explicitement qu'une tâche existante peut 'devenir' une sous-tâche ultérieurement (elle décrit la création de sous-tâches), donc une légère incertitude demeure.",
790,The burndown chart represents the number of tasks that were in each stage at any point in time.,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5urQ3mjhadG72MUcnX'}"
792,Which statement is true? Assuming the Documents feature is enabled on your project…,both,moyenne,"La question porte sur la fonctionnalité Documents dans les projets (tags automatiquement appliqués aux nouveaux documents). La documentation v18 et v19 mentionnent toutes deux que les tags définis dans les paramètres de centralisation de fichiers sont automatiquement ajoutés aux nouveaux fichiers. Cependant, la documentation fournie ne couvre pas spécifiquement l'intégration Documents-Project, ce qui rend difficile une confirmation absolue. Le comportement décrit (tags du projet appliqués automatiquement aux nouveaux documents) semble cohérent entre les deux versions, d'où un classement 'both' avec confiance moyenne.",
793,What element(s) are taken into account when scheduling tasks in batch from the Gantt view?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5xE94FRMJp3E9vfXev'}"
794,What type of records can’t be added to the top bar?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5xtSR6iDpfVeQzsGz8'}"
795,Which statement is false? The top bar allows you to:,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB5yUhgp7ssJhwatpopN'}"
796,"What happens when a sales order, including a product with the shown configuration, is validated?",both,moyenne,"La question porte sur la configuration d'un produit de type Service avec une politique de facturation 'Prepaid/Fixed Price' (quantité commandée) et 'Create on Order = Project & Task', comportement disponible dans Odoo 18 et 19. La doc v19 confirme que 'Invoice what is ordered' permet de facturer dès la confirmation du bon de commande, ce qui correspond à la réponse. Ce comportement fondamental n'a pas changé entre les deux versions. Cependant, la question référence une 'configuration montrée' (image non fournie) et des libellés comme 'Prepaid/Fixed Price' qui pourraient différer selon la version.",
797,How are hours billed at a fixed price computed?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB61EEqaDmGGoArBQqtX'}"
798,"When entering timesheets, how is the timesheet cost generated?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB62WsjjCnRYgxUZbr1X'}"
799,Which statement is true?,both,moyenne,"La question porte sur une règle de validation des timesheets (les employés ne peuvent pas modifier des timesheets antérieurs à leurs derniers timesheets validés), ce qui est un comportement fondamental du module Timesheets d'Odoo. Les extraits fournis ne couvrent pas directement cette fonctionnalité dans les deux versions, mais rien n'indique un changement entre v18 et v19 sur ce point. Ce comportement de verrouillage des timesheets validés est une règle stable présente dans les deux versions.",
801,How can timesheet entries be used in invoicing for service-based companies in Odoo?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB64akDGKMjYArACzpir'}"
802,"What is the effect of enabling the ""Timesheet Validation"" option in Odoo?",both,moyenne,"La fonctionnalité 'Timesheet Validation' pour la supervision avant utilisation en paie ou facturation est présente dans les deux versions d'Odoo. Les documents fournis ne montrent pas de changement entre v18 et v19 sur ce point spécifique, mais la documentation extraite ne couvre pas directement ce paramètre de configuration, ce qui laisse une incertitude modérée.",
803,Where can I find all the timesheets linked to a project?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6684uRLndCqfSocYrK'}"
804,What is the purpose of this icon?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB66xCMcP83EqVuSRoE2'}"
805,What does the small icon on the right side of the field below mean?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB67Z46Zs3Z1ENvRipu2'}"
806,"Even though Odoo saves changes to records automatically, how do you manually save progress or revert changes made on a contact record?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB68pXYMG9WtztrSobrA'}"
807,"Inside a record, how do you schedule an activity?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4cD6d9h1TDCDUkJncC'}"
808,Can a user with only “Access Rights” set for their Administration permissions install new applications or modules?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4e3mMP85Gyv9qW3Ak5'}"
809,"After installing the Website app, you pick a theme. Can you switch to a different theme later?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4eWyDPLiYF6qPD8i9a'}"
810,Is it possible to hide a building block for a specific language?,both,basse,"La documentation v18 et v19 indiquent clairement qu'il EST possible de masquer un bloc par langue via la visibilité conditionnelle. La bonne réponse donnée ('No, you can only customize text between languages') est en contradiction avec la documentation des deux versions, qui montrent que c'est possible. La question et sa réponse semblent incorrectes, mais le comportement est identique en v18 et v19.",
811,On what support can you decide to hide certain content blocks when editing your website?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4fW5fNtDE4VDgPhL34'}"
812,What social media wall can be displayed on your website?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4gFoCkF3nb771h8v2o'}"
816,Is it possible to animate just a part of a text string?,both,moyenne,"La documentation v18 et v19 sont identiques sur ce sujet et mentionnent 'Inline Text' comme élément animable, ce qui suggère qu'une partie d'un texte peut être animée. La réponse est cohérente avec les deux versions, bien que la documentation ne détaille pas explicitement les contraintes mentionnées dans la réponse (même type, taille, même bloc).",
818,"With the visibility feature set on 'no condition,' what are the (visibility) options still available?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4mBa6pKfYX1ZPRAXFu'}"
819,Is it possible to set a custom internal reference for each product variant?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4mvewUg3NGCk39xJz9'}"
820,What pricelist is used on your online shop for visitors who have not logged in?,both,moyenne,"Both v18 and v19 documentation describe the same pricelist behavior for public/non-logged-in visitors (country group-based or website default pricelist). The 'Public Pricelist' is a default pricelist that exists in both versions as part of standard Odoo eCommerce setup, and the behavior described is identical across both versions.",
821,"On your eCommerce, how can you display prices with the tax included?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4oqiLdaykTLkjUzjAT'}"
822,When does Odoo generate a quotation from the eCommerce module?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4ooxfgH5yVvwDf5X9b'}"
823,From which screen can you put a 'Sale Ribbon' on a product?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4pn1sHfpXSbbehPtyN'}"
824,Which Odoo feature lets you show a similar product to a customer when they're browsing a particular page?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4qUm4q6EfME7EqfkoE'}"
825,"On your eCommerce, you can define a Promotion Program:",both,moyenne,"La documentation disponible ne couvre pas directement les programmes de promotion eCommerce dans les deux versions, mais les fonctionnalités de promotion/remise basées sur clients et/ou produits sont présentes dans les deux versions d'Odoo sans changement notable mentionné. La logique de base des programmes de promotion (basés sur clients et/ou produits) est stable entre v18 et v19.",
826,"On your eCommerce, can you choose whether or not your prices include tax in the calculation?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4s7AMWZcUHMoAjhzHX'}"
827,"On the /shop page, under customize, you can enable 'Filter by Prices.' How does it work?",,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4smG4VU23VwkR89ZBa'}"
828,Is it possible to define different Kanban stages for different projects?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4tx4Dy4TSNi5uP3Kh9'}"
833,What condition(s) must be met for the milestones of your project to be invoiced?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4xyRS4WLtEY1x2tmZq'}"
834,How can you mark the milestones of your project as reached?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB4yhnsEA96Cd6SNo8pt'}"
835,What does '0/2' on the Kanban card represent?,both,moyenne,"La question porte sur la notation '0/2' dans une carte Kanban, typiquement liée aux sous-tâches dans le module Project d'Odoo. Cette fonctionnalité est présente dans les deux versions. Les extraits fournis ne couvrent pas directement ce sujet, mais le comportement des sous-tâches sur les cartes Kanban est une fonctionnalité stable qui n'a pas changé entre v18 et v19.",
837,Why is the 'Delivered' field still empty on this sales order?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB52cfdLFFzhABgzH9WH'}"
838,Which statement is true?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB69HBvBYnJjTB94rk3w'}"
840,Which statement is true?,both,moyenne,"La question porte sur une règle métier des timesheets (pas des attendances) concernant la validation des timesheets. Les extraits fournis ne traitent pas directement de cette règle spécifique des timesheets, mais cette contrainte (ne pas pouvoir modifier des timesheets antérieurs à la dernière validation) est une fonctionnalité de base du module Timesheets qui existe dans les deux versions sans changement documenté. En l'absence d'indication de changement entre v18 et v19 sur ce point, on classe 'both', mais avec confiance moyenne car les docs fournis ne couvrent pas directement le module Timesheets.",
842,What types of message notifications can be accessed from the message menu in Odoo?,both,moyenne,"La documentation fournie ne mentionne pas explicitement la liste complète des types de messages accessibles depuis le menu message en v18 ou v19. La question porte sur une fonctionnalité de base du menu Discuss/messages qui n'a pas changé entre les versions selon les extraits disponibles. WhatsApp est mentionné dans les deux versions de la doc comme fonctionnalité disponible dans le chatter, suggérant que la réponse est identique dans les deux versions.",
844,How can you display 500 records at once in a list view?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6DEtcb3HHNZkZ57Ypo'}"
845,How does Odoo decide which language to use when printing a quote?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6DSkFX6hS4Hpdvy9kt'}"
846,How can you restore a broken email template to its original version?,both,moyenne,"La documentation fournie ne mentionne pas explicitement le bouton 'Reset Template' dans Settings > 'Review All Templates' pour aucune des deux versions. Cependant, cette fonctionnalité de réinitialisation des templates email existe dans Odoo depuis plusieurs versions et n'est pas décrite comme ayant changé entre v18 et v19. Les deux documentations semblent identiques sur ce sujet, suggérant que le comportement est stable entre les versions.",
847,What happens in Odoo if access rights are changed and there are conflicting dependencies?,,,,"Error code: 429 - {'type': 'error', 'error': {'type': 'rate_limit_error', 'message': ""This request would exceed your organization's rate limit of 30,000 input tokens per minute (org: 91b0ead5-5687-4e75-a89a-bdb8669ded9e, model: claude-sonnet-4-6). For details, refer to: https://docs.claude.com/en/api/rate-limits. You can see the response headers for current usage. Reduce the prompt length or the maximum tokens requested, or try again later. View your current limits at https://console.anthropic.com/settings/limits. To raise this limit, purchase credits to advance to the next usage tier at https://console.anthropic.com/settings/billing.""}, 'request_id': 'req_011CbB6Gtsht89PT1N5y9HvY'}"
